year,state,electiondistrict,runoff,candidate,party,writein,candidatevotes,totalvotes
1976,ALABAMA,AL1,FALSE,BILL DAVENPORT,DEMOCRAT,FALSE,58906,157170
1976,ALABAMA,AL1,FALSE,JACK EDWARDS,REPUBLICAN,FALSE,98257,157170
1976,ALABAMA,AL2,FALSE,J. CAROLE KEAHEY,DEMOCRAT,FALSE,66288,156362
1976,ALABAMA,AL2,FALSE,"WILLIAM L. """"BILL"""" DICKINSON",REPUBLICAN,FALSE,90069,156362
1976,ALABAMA,AL3,FALSE,BILL NICHOLS,DEMOCRAT,FALSE,106935,108048
1976,ALABAMA,AL3,FALSE,OGBURN GARDNER,PROHIBITION,FALSE,1111,108048
1976,ALABAMA,AL4,FALSE,TOM BEVILL,DEMOCRAT,FALSE,141490,176022
1976,ALABAMA,AL4,FALSE,LEONARD WILSON,REPUBLICAN,FALSE,34531,176022
1976,ALABAMA,AL5,FALSE,RONNIE G. FLIPPO,DEMOCRAT,FALSE,113553,113560
1976,ALABAMA,AL6,FALSE,BILLY E. DORSEY,NATIONAL DEMOCRAT,FALSE,1021,162518
1976,ALABAMA,AL6,FALSE,MEL BAILEY,DEMOCRAT,FALSE,69384,162518
1976,ALABAMA,AL6,FALSE,"JOHN H. BUCHANAN, JR.",REPUBLICAN,FALSE,92113,162518
1976,ALABAMA,AL7,FALSE,WALTER FLOWERS,DEMOCRAT,FALSE,110496,110501
1976,ALASKA,AK0,FALSE,DON YOUNG,REPUBLICAN,FALSE,83722,118208
1976,ALASKA,AK0,FALSE,EBEN HOPSON,DEMOCRAT,FALSE,34194,118208
1976,ARIZONA,AZ1,FALSE,HARRY BRAUN,INDEPENDENT,FALSE,1040,168119
1976,ARIZONA,AZ1,FALSE,JOHN J. RHODES,REPUBLICAN,FALSE,96397,168119
1976,ARIZONA,AZ1,FALSE,SUMMER DUNCAN DODGE,LIBERTARIAN,FALSE,2278,168119
1976,ARIZONA,AZ1,FALSE,PATRICIA M. FULLINWIDER,DEMOCRAT,FALSE,68404,168119
1976,ARIZONA,AZ2,FALSE,LAIRD GUTTERSEN,REPUBLICAN,FALSE,71765,182128
1976,ARIZONA,AZ2,FALSE,MICHAEL EMERLING,LIBERTARIAN,FALSE,4309,182128
1976,ARIZONA,AZ2,FALSE,MORRIS K. UDALL,DEMOCRAT,FALSE,106054,182128
1976,ARIZONA,AZ3,FALSE,BILL MCCUNE,INDEPENDENT,FALSE,19149,187165
1976,ARIZONA,AZ3,FALSE,BOB STUMP,DEMOCRAT,FALSE,88854,187165
1976,ARIZONA,AZ3,FALSE,"FRED KOORY, JR.",REPUBLICAN,FALSE,79162,187165
1976,ARIZONA,AZ4,FALSE,PAT HARPER,LIBERTARIAN,FALSE,6001,191590
1976,ARIZONA,AZ4,FALSE,ELDON RUDD,REPUBLICAN,FALSE,93154,191590
1976,ARIZONA,AZ4,FALSE,TONY MASON,DEMOCRAT,FALSE,92435,191590
1976,ARKANSAS,AR1,FALSE,"HARLAN """"BO"""" HOLLEMAN",REPUBLICAN,FALSE,52565,168782
1976,ARKANSAS,AR1,FALSE,BILL ALEXANDER,DEMOCRAT,FALSE,116217,168782
1976,ARKANSAS,AR2,FALSE,JIM GUY TUCKER,DEMOCRAT,FALSE,144780,167607
1976,ARKANSAS,AR2,FALSE,JAMES J. KELLY,REPUBLICAN,FALSE,22819,167607
1976,ARKANSAS,AR3,FALSE,JOHN PAUL HAMMERSCHMIDT,REPUBLICAN,FALSE,1,1
1976,ARKANSAS,AR4,FALSE,RAY THORNTON,DEMOCRAT,FALSE,1,1
1976,CALIFORNIA,CA1,FALSE,JAMES E. TAYLOR,REPUBLICAN,FALSE,56539,217016
1976,CALIFORNIA,CA1,FALSE,HAROLD T. (BIZZ) JOHNSON,DEMOCRAT,FALSE,160477,217016
1976,CALIFORNIA,CA2,FALSE,ROBERT B. ALLRED,PEACE AND FREEDOM,FALSE,6444,216563
1976,CALIFORNIA,CA2,FALSE,OSCAR KLEE,DEMOCRAT,FALSE,88829,216563
1976,CALIFORNIA,CA2,FALSE,DON H. CLAUSEN,REPUBLICAN,FALSE,121290,216563
1976,CALIFORNIA,CA3,FALSE,"GEORGE R. MARSH, JR.",REPUBLICAN,FALSE,52075,191854
1976,CALIFORNIA,CA3,FALSE,JOHN E. MOSS,DEMOCRAT,FALSE,139779,191854
1976,CALIFORNIA,CA4,FALSE,ALBERT DEHR,REPUBLICAN,FALSE,75193,151037
1976,CALIFORNIA,CA4,FALSE,ROBERT L. LEGGETT,DEMOCRAT,FALSE,75844,151037
1976,CALIFORNIA,CA5,FALSE,BRANWELL FANNING,REPUBLICAN,FALSE,64008,167754
1976,CALIFORNIA,CA5,FALSE,JOHN L. BURTON,DEMOCRAT,FALSE,103746,167754
1976,CALIFORNIA,CA6,FALSE,RAYMOND O. HEAPS,AMERICAN INDEPENDENT,FALSE,2494,130916
1976,CALIFORNIA,CA6,FALSE,TOM SPINOSA,REPUBLICAN,FALSE,35359,130916
1976,CALIFORNIA,CA6,FALSE,EMILY SIEGEL,PEACE AND FREEDOM,FALSE,6570,130916
1976,CALIFORNIA,CA6,FALSE,PHILLIP BURTON,DEMOCRAT,FALSE,86493,130916
1976,CALIFORNIA,CA7,FALSE,ROBERT L. VICKERS,REPUBLICAN,FALSE,45863,196816
1976,CALIFORNIA,CA7,FALSE,GEORGE MILLER,DEMOCRAT,FALSE,147064,196816
1976,CALIFORNIA,CA7,FALSE,MELVIN E. STANLEY,AMERICAN INDEPENDENT,FALSE,3889,196816
1976,CALIFORNIA,CA8,FALSE,ROBERT J. EVANS,PEACE AND FREEDOM,FALSE,6238,196954
1976,CALIFORNIA,CA8,FALSE,"PHILIP STILES BRECK, JR.",REPUBLICAN,FALSE,68374,196954
1976,CALIFORNIA,CA8,FALSE,RONALD V. DELLUMS,DEMOCRAT,FALSE,122342,196954
1976,CALIFORNIA,CA9,FALSE,FORTNEY H. (PETE) STARK,DEMOCRAT,FALSE,116398,164391
1976,CALIFORNIA,CA9,FALSE,JAMES K. MILLS,REPUBLICAN,FALSE,44607,164391
1976,CALIFORNIA,CA9,FALSE,ALBERT L. SARGIS,PEACE AND FREEDOM,FALSE,3386,164391
1976,CALIFORNIA,CA10,FALSE,HERB SMITH,REPUBLICAN,FALSE,38088,155443
1976,CALIFORNIA,CA10,FALSE,EDMON V. KAISER,AMERICAN INDEPENDENT,FALSE,5363,155443
1976,CALIFORNIA,CA10,FALSE,DON EDWARDS,DEMOCRAT,FALSE,111992,155443
1976,CALIFORNIA,CA11,FALSE,LEO J. RYAN,DEMOCRAT,FALSE,107618,176194
1976,CALIFORNIA,CA11,FALSE,NICHOLAS W. KUDROVZEFF,AMERICAN INDEPENDENT,FALSE,6141,176194
1976,CALIFORNIA,CA11,FALSE,BOB JONES,REPUBLICAN,FALSE,62435,176194
1976,CALIFORNIA,CA12,FALSE,DAVID HARRIS,DEMOCRAT,FALSE,61526,196857
1976,CALIFORNIA,CA12,FALSE,JOSEPH DAVID COONEY,AMERICAN INDEPENDENT,FALSE,4999,196857
1976,CALIFORNIA,CA12,FALSE,"PAUL N. """"PETE"""" MCCLOSKEY, JR.",REPUBLICAN,FALSE,130332,196857
1976,CALIFORNIA,CA13,FALSE,ERNEST L. KONNYU,REPUBLICAN,FALSE,63130,202611
1976,CALIFORNIA,CA13,FALSE,WILLIAM P. HERRELL,AMERICAN INDEPENDENT,FALSE,4190,202611
1976,CALIFORNIA,CA13,FALSE,NORMAN Y. MINETA,DEMOCRAT,FALSE,135291,202611
1976,CALIFORNIA,CA14,FALSE,JOHN J. MCFALL,DEMOCRAT,FALSE,123285,169959
1976,CALIFORNIA,CA14,FALSE,ROGER A. BLAIN,REPUBLICAN,FALSE,46674,169959
1976,CALIFORNIA,CA15,FALSE,B. F. SISK,DEMOCRAT,FALSE,92735,128435
1976,CALIFORNIA,CA15,FALSE,CAROL HARNER,REPUBLICAN,FALSE,35700,128435
1976,CALIFORNIA,CA16,FALSE,BURT TALCOTT,REPUBLICAN,FALSE,91160,195705
1976,CALIFORNIA,CA16,FALSE,LEON E. PANETTA,DEMOCRAT,FALSE,104545,195705
1976,CALIFORNIA,CA17,FALSE,JOHN KREBS,DEMOCRAT,FALSE,103898,158168
1976,CALIFORNIA,CA17,FALSE,HENRY J. ANDREAS,REPUBLICAN,FALSE,54270,158168
1976,CALIFORNIA,CA18,FALSE,DEAN CLOSE,DEMOCRAT,FALSE,56683,158341
1976,CALIFORNIA,CA18,FALSE,WILLIAM M. KETCHUM,REPUBLICAN,FALSE,101658,158341
1976,CALIFORNIA,CA19,FALSE,DAN SISSON,DEMOCRAT,FALSE,68722,192923
1976,CALIFORNIA,CA19,FALSE,ROBERT J. LAGOMARSINO,REPUBLICAN,FALSE,124201,192923
1976,CALIFORNIA,CA20,FALSE,"BARRY GOLDWATER, JR.",REPUBLICAN,FALSE,146158,217351
1976,CALIFORNIA,CA20,FALSE,PATTI LEAR CORMAN,DEMOCRAT,FALSE,71193,217351
1976,CALIFORNIA,CA21,FALSE,JAMES C. CORMAN,DEMOCRAT,FALSE,101837,153109
1976,CALIFORNIA,CA21,FALSE,BILL HILL,PEACE AND FREEDOM,FALSE,7178,153109
1976,CALIFORNIA,CA21,FALSE,"ERWIN """"ED"""" HOGAN",REPUBLICAN,FALSE,44094,153109
1976,CALIFORNIA,CA22,FALSE,CARLOS J. MOORHEAD,REPUBLICAN,FALSE,114769,183312
1976,CALIFORNIA,CA22,FALSE,ROBERT L. SALLEY,DEMOCRAT,FALSE,68543,183312
1976,CALIFORNIA,CA23,FALSE,THOMAS F. BARTMAN,REPUBLICAN,FALSE,86434,217053
1976,CALIFORNIA,CA23,FALSE,ANTHONY C. BEILENSON,DEMOCRAT,FALSE,130619,217053
1976,CALIFORNIA,CA24,FALSE,DAVID IRVING SIMMONS,REPUBLICAN,FALSE,51478,159774
1976,CALIFORNIA,CA24,FALSE,HENY A. WAXMAN,DEMOCRAT,FALSE,108296,159774
1976,CALIFORNIA,CA25,FALSE,JIM MADRID,REPUBLICAN,FALSE,17737,80625
1976,CALIFORNIA,CA25,FALSE,MARILYN SEALS,PEACE AND FREEDOM,FALSE,4922,80625
1976,CALIFORNIA,CA25,FALSE,EDWARD R. ROYBAL,DEMOCRAT,FALSE,57966,80625
1976,CALIFORNIA,CA26,FALSE,JOHN H. ROUSSELOT,REPUBLICAN,FALSE,112619,171712
1976,CALIFORNIA,CA26,FALSE,BRUCE LATTA,DEMOCRAT,FALSE,59093,171712
1976,CALIFORNIA,CA27,FALSE,GARY FAMILIAN,DEMOCRAT,FALSE,94988,209611
1976,CALIFORNIA,CA27,FALSE,ROBERT K. DORNAN,REPUBLICAN,FALSE,114623,209611
1976,CALIFORNIA,CA28,FALSE,EDWARD S. SKINNER,REPUBLICAN,FALSE,28303,142915
1976,CALIFORNIA,CA28,FALSE,YVONNE BRATHWAITE BURKE,DEMOCRAT,FALSE,114612,142915
1976,CALIFORNIA,CA29,FALSE,SHEILA LEBURG,INDEPENDENT,FALSE,3235,96602
1976,CALIFORNIA,CA29,FALSE,MICHAEL D. GERMONPREZ,REPUBLICAN,FALSE,10852,96602
1976,CALIFORNIA,CA29,FALSE,"AUGUSTUS F. """"GUS"""" HAWKINS",DEMOCRAT,FALSE,82515,96602
1976,CALIFORNIA,CA30,FALSE,HARRY COUCH,REPUBLICAN,FALSE,28503,111270
1976,CALIFORNIA,CA30,FALSE,GEORG E. DANIELSON,DEMOCRAT,FALSE,82767,111270
1976,CALIFORNIA,CA31,FALSE,CHARLES II. WILSON,DEMOCRAT,FALSE,83155,83155
1976,CALIFORNIA,CA32,FALSE,CLIFFORD O. YOUNG,REPUBLICAN,FALSE,35394,127428
1976,CALIFORNIA,CA32,FALSE,GLENN M. ANDERSON,DEMOCRAT,FALSE,92034,127428
1976,CALIFORNIA,CA33,FALSE,DEL CLAWSON,REPUBLICAN,FALSE,95398,173205
1976,CALIFORNIA,CA33,FALSE,TED SNYDER,DEMOCRAT,FALSE,77807,173205
1976,CALIFORNIA,CA34,FALSE,DANIEL E. LUNGREN,REPUBLICAN,FALSE,98147,199135
1976,CALIFORNIA,CA34,FALSE,MARK W. HANNAFORD,DEMOCRAT,FALSE,100988,199135
1976,CALIFORNIA,CA35,FALSE,JIM LLOYD,DEMOCRAT,FALSE,87472,164237
1976,CALIFORNIA,CA35,FALSE,LOUIS BRUTOCAO,REPUBLICAN,FALSE,76765,164237
1976,CALIFORNIA,CA36,FALSE,"GEORGE E. BROWN, JR.",DEMOCRAT,FALSE,90830,147556
1976,CALIFORNIA,CA36,FALSE,WILLIAM PASLEY,AMERICAN INDEPENDENT,FALSE,7358,147556
1976,CALIFORNIA,CA36,FALSE,GRANT CARNER,REPUBLICAN,FALSE,49368,147556
1976,CALIFORNIA,CA37,FALSE,BERNARD WAHL,AMERICAN INDEPENDENT,FALSE,5352,188007
1976,CALIFORNIA,CA37,FALSE,"DOUGLAS C. NILSON, JR.",DEMOCRAT,FALSE,49021,188007
1976,CALIFORNIA,CA37,FALSE,SHIRLEY N. PETTIS,REPUBLICAN,FALSE,133634,188007
1976,CALIFORNIA,CA38,FALSE,JAMES (JIM) COMBS,REPUBLICAN,FALSE,59092,162409
1976,CALIFORNIA,CA38,FALSE,JERRY PATTERSON,DEMOCRAT,FALSE,103317,162409
1976,CALIFORNIA,CA39,FALSE,"WILLIAM E. """"BILL"""" FARRIS",DEMOCRAT,FALSE,86745,209402
1976,CALIFORNIA,CA39,FALSE,CHARLES E. WIGGINS,REPUBLICAN,FALSE,122657,209402
1976,CALIFORNIA,CA40,FALSE,VIVIAN HALL,DEMOCRAT,FALSE,102132,250644
1976,CALIFORNIA,CA40,FALSE,ROBERT E. BADHAM,REPUBLICAN,FALSE,148512,250644
1976,CALIFORNIA,CA41,FALSE,BOB C. WILSON,REPUBLICAN,FALSE,128784,223374
1976,CALIFORNIA,CA41,FALSE,"KING GOLDEN, JR.",DEMOCRAT,FALSE,94590,223374
1976,CALIFORNIA,CA42,FALSE,WES MARDEN,REPUBLICAN,FALSE,32565,135627
1976,CALIFORNIA,CA42,FALSE,LIONEL VAN DEERLIN,DEMOCRAT,FALSE,103062,135627
1976,CALIFORNIA,CA43,FALSE,CLAIR W. BURGENER,REPUBLICAN,FALSE,173576,267051
1976,CALIFORNIA,CA43,FALSE,PAT KELLY,DEMOCRAT,FALSE,93475,267051
1976,COLORADO,CO1,FALSE,DON FRIEDMAN,REPUBLICAN,FALSE,89384,193610
1976,COLORADO,CO1,FALSE,PATRICIA SCHROEDER,DEMOCRAT,FALSE,103037,193610
1976,COLORADO,CO2,FALSE,ED SCOTT,REPUBLICAN,FALSE,118938,240278
1976,COLORADO,CO2,FALSE,TIMOTHY E. WIRTH,DEMOCRAT,FALSE,121340,240278
1976,COLORADO,CO3,FALSE,HENRY JOHN OLSHAW,AMERICAN,FALSE,1186,175232
1976,COLORADO,CO3,FALSE,MELVIN H. TAKAKI,REPUBLICAN,FALSE,82315,175232
1976,COLORADO,CO3,FALSE,ALFREDO ARCHER,LA RAZA UNIDA,FALSE,2429,175232
1976,COLORADO,CO3,FALSE,FRANK E. EVANS,DEMOCRAT,FALSE,89302,175232
1976,COLORADO,CO4,FALSE,DICK DAVIS,INDEPENDENT,FALSE,20398,221018
1976,COLORADO,CO4,FALSE,JAMES P. (JIM) JOHNSON,REPUBLICAN,FALSE,119458,221018
1976,COLORADO,CO4,FALSE,"HENRY THIEL, JR.",INDEPENDENT,FALSE,4167,221018
1976,COLORADO,CO4,FALSE,"DANIEL M. OGDEN, JR.",DEMOCRAT,FALSE,76995,221018
1976,COLORADO,CO5,FALSE,DOROTHY HORES,DEMOCRAT,FALSE,64067,190851
1976,COLORADO,CO5,FALSE,WILLIAM L. ARMSTRONG,REPUBLICAN,FALSE,126784,190851
1976,CONNECTICUT,CT1,FALSE,CHARLIE A. BURKE,AMERICAN INDEPENDENT,FALSE,1326,225076
1976,CONNECTICUT,CT1,FALSE,WILLIAM R. COTTER,DEMOCRAT,FALSE,128479,225076
1976,CONNECTICUT,CT1,FALSE,"LUCIEN P. DI FAZIO, JR.",REPUBLICAN,FALSE,94106,225076
1976,CONNECTICUT,CT2,FALSE,CHRISTOPHER J. DODD,DEMOCRAT,FALSE,142684,219308
1976,CONNECTICUT,CT2,FALSE,RICHARD M. JACKSON,REPUBLICAN,FALSE,74743,219308
1976,CONNECTICUT,CT2,FALSE,ANTHONY DISCEPOLO,INDPENDENT,FALSE,1857,219308
1976,CONNECTICUT,CT3,FALSE,ROBERT G. COSSETTE,AMERICAN INDEPENDENT,FALSE,1339,222643
1976,CONNECTICUT,CT3,FALSE,JOELLE R. FISHMAN,COMMUNIST,FALSE,2947,222643
1976,CONNECTICUT,CT3,FALSE,JOHN G. PUCCIANO,REPUBLICAN,FALSE,96714,222643
1976,CONNECTICUT,CT3,FALSE,ROBERT N. GIAIMO,DEMOCRAT,FALSE,121623,222643
1976,CONNECTICUT,CT4,FALSE,GEOFFREY G. PETERSON,DEMOCRAT,FALSE,76722,207058
1976,CONNECTICUT,CT4,FALSE,STEWART B. MCKINNEY,REPUBLICAN,FALSE,126314,207058
1976,CONNECTICUT,CT4,FALSE,RICHARD H. G. CUNNINGHAM,AMERICAN INDEPENDENT,FALSE,3318,207058
1976,CONNECTICUT,CT5,FALSE,MICHAEL J. ADANTI,DEMOCRAT,FALSE,77308,236087
1976,CONNECTICUT,CT5,FALSE,RONALD A. SARASIN,REPUBLICAN,FALSE,157009,236087
1976,CONNECTICUT,CT5,FALSE,"WILLIAM KOZAK, JR.",AMERICAN INDEPENDENT,FALSE,1743,236087
1976,CONNECTICUT,CT6,FALSE,ANTHONY TOBY MOFFETT,DEMOCRAT,FALSE,134914,238300
1976,CONNECTICUT,CT6,FALSE,THOMAS F. UPSON,REPUBLICAN,FALSE,102364,238300
1976,DELAWARE,DE0,FALSE,SAMUEL L. SHIPLEY,DEMOCRAT,FALSE,102411,215085
1976,DELAWARE,DE0,FALSE,"THOMAS B. EVANS, JR.",REPUBLICAN,FALSE,110636,215085
1976,FLORIDA,FL1,FALSE,ROBERT L. F. SIKES,DEMOCRAT,FALSE,1,1
1976,FLORIDA,FL2,FALSE,DON FUQUA,DEMOCRAT,FALSE,1,1
1976,FLORIDA,FL3,FALSE,CHARLES E. BENNETT,DEMOCRAT,FALSE,1,1
1976,FLORIDA,FL4,FALSE,"BILL CHAPPELL, JR.",DEMOCRAT,FALSE,1,1
1976,FLORIDA,FL5,FALSE,JO ANN SAUNDERS,DEMOCRAT,FALSE,96260,234631
1976,FLORIDA,FL5,FALSE,RICHARD KELLY,REPUBLICAN,FALSE,138371,234631
1976,FLORIDA,FL6,FALSE,GABRIEL CAZARES,DEMOCRAT,FALSE,80821,232218
1976,FLORIDA,FL6,FALSE,C. W. BILL YOUNG,REPUBLICAN,FALSE,151371,232218
1976,FLORIDA,FL7,FALSE,DUSTY OWENS,REPUBLICAN,FALSE,53599,156338
1976,FLORIDA,FL7,FALSE,SAM GIBBONS,DEMOCRAT,FALSE,102739,156338
1976,FLORIDA,FL8,FALSE,ANDY IRELAND,DEMOCRAT,FALSE,103360,178154
1976,FLORIDA,FL8,FALSE,BOB JOHNSON,REPUBLICAN,FALSE,74794,178154
1976,FLORIDA,FL9,FALSE,JOSEPH A. ROSIER,DEMOCRAT,FALSE,36630,167139
1976,FLORIDA,FL9,FALSE,"LOUIS FREY, JR.",REPUBLICAN,FALSE,130509,167139
1976,FLORIDA,FL10,FALSE,L. A. (SKIP) BAFALIS,REPUBLICAN,FALSE,164273,247686
1976,FLORIDA,FL10,FALSE,BILL SIKES,DEMOCRAT,FALSE,83413,247686
1976,FLORIDA,FL11,FALSE,CLYDE ADAMS,AMERICAN,FALSE,19406,218437
1976,FLORIDA,FL11,FALSE,PAUL G. ROGERS,DEMOCRAT,FALSE,199031,218437
1976,FLORIDA,FL12,FALSE,J. HERBERT BURKE,REPUBLICAN,FALSE,107268,199076
1976,FLORIDA,FL12,FALSE,CHARLIE FRIEDMAN,DEMOCRAT,FALSE,91749,199076
1976,FLORIDA,FL13,FALSE,LEE ARNOLD SPIEGELMAN,REPUBLICAN,FALSE,35357,163179
1976,FLORIDA,FL13,FALSE,WILLIAM LEHMAN,DEMOCRAT,FALSE,127822,163179
1976,FLORIDA,FL14,FALSE,CLAUDE PEPPER,DEMOCRAT,FALSE,82665,113439
1976,FLORIDA,FL14,FALSE,EVELIO S. ESTRELLA,REPUBLICAN,FALSE,30774,113439
1976,FLORIDA,FL15,FALSE,PAUL R. COBB,REPUBLICAN,FALSE,50941,172233
1976,FLORIDA,FL15,FALSE,DANTE B. FASCELL,DEMOCRAT,FALSE,121292,172233
1976,GEORGIA,GA1,FALSE,BO GINN,DEMOCRAT,FALSE,73826,73888
1976,GEORGIA,GA2,FALSE,DAWSON MATHIS,DEMOCRAT,FALSE,95807,96026
1976,GEORGIA,GA3,FALSE,JACK BRINKLEY,DEMOCRAT,FALSE,93174,105004
1976,GEORGIA,GA3,FALSE,STEVEN DUGAN,REPUBLICAN,FALSE,11829,105004
1976,GEORGIA,GA4,FALSE,GEORGE T. WARREN II,REPUBLICAN,FALSE,51140,161412
1976,GEORGIA,GA4,FALSE,ELLIOTT H. LEVITAS,DEMOCRAT,FALSE,110261,161412
1976,GEORGIA,GA5,FALSE,ANDREW YOUNG,DEMOCRAT,FALSE,96056,144063
1976,GEORGIA,GA5,FALSE,EDWARD W. GADRIX,REPUBLICAN,FALSE,47998,144063
1976,GEORGIA,GA6,FALSE,NEWT GINGRICH,REPUBLICAN,FALSE,72400,149944
1976,GEORGIA,GA6,FALSE,"JOHN J. FLYNT, JR.",DEMOCRAT,FALSE,77532,149944
1976,GEORGIA,GA7,FALSE,QUINCY COLLINS,REPUBLICAN,FALSE,68947,153554
1976,GEORGIA,GA7,FALSE,LARRY P. MCDONALD,DEMOCRAT,FALSE,84587,153554
1976,GEORGIA,GA8,FALSE,BILL LEE EVANS,DEMOCRAT,FALSE,90559,130186
1976,GEORGIA,GA8,FALSE,BILLY ADAMS,REPUBLICAN,FALSE,39623,130186
1976,GEORGIA,GA9,FALSE,ED JENKINS,DEMOCRAT,FALSE,113245,143357
1976,GEORGIA,GA9,FALSE,LOUISE WOFFORD,REPUBLICAN,FALSE,29954,143357
1976,GEORGIA,GA10,FALSE,DOUG BARNARD,DEMOCRAT,FALSE,94782,94864
1976,HAWAII,HI1,FALSE,FREDERICK ROHLFING,REPUBLICAN,FALSE,53745,137602
1976,HAWAII,HI1,FALSE,KATHY JOYCE HOSHIJO,INDEPENDENTS FOR GODLY GOVERNMENT,FALSE,23807,137602
1976,HAWAII,HI1,FALSE,CECIL L. HEFTEL,DEMOCRAT,FALSE,60050,137602
1976,HAWAII,HI2,FALSE,DEXTER L. CATE,PEOPLE'S,FALSE,2408,156099
1976,HAWAII,HI2,FALSE,BILL PENAROZA,INDEPENDENTS FOR GODLY GOVERNMENT,FALSE,3461,156099
1976,HAWAII,HI2,FALSE,DANIEL K. AKAKA,DEMOCRAT,FALSE,124116,156099
1976,HAWAII,HI2,FALSE,HANK INOUYE,REPUBLICAN,FALSE,23917,156099
1976,HAWAII,HI2,FALSE,DON SMITH,LIBERTARIAN,FALSE,2197,156099
1976,IDAHO,ID1,FALSE,KEN PURSLEY,DEMOCRAT,FALSE,79662,175495
1976,IDAHO,ID1,FALSE,STEVEN D. SYMMS,REPUBLICAN,FALSE,95833,175495
1976,IDAHO,ID2,FALSE,STAN KRESS,DEMOCRAT,FALSE,82237,166412
1976,IDAHO,ID2,FALSE,GEORGE HANSEN,REPUBLICAN,FALSE,84175,166412
1976,ILLINOIS,IL1,FALSE,RALPH H. METCALFE,DEMOCRAT,FALSE,126632,137193
1976,ILLINOIS,IL1,FALSE,"A. A. RAYNER, JR.",REPUBLICAN,FALSE,10147,137193
1976,ILLINOIS,IL2,FALSE,MORGAN F. MURPHY,DEMOCRAT,FALSE,127297,150335
1976,ILLINOIS,IL2,FALSE,SPENCER LEAK,REPUBLICAN,FALSE,23037,150335
1976,ILLINOIS,IL3,FALSE,MARTIN A. RUSSO,DEMOCRAT,FALSE,115591,196365
1976,ILLINOIS,IL3,FALSE,FRANK COLLIN,WHITE POWER,FALSE,1338,196365
1976,ILLINOIS,IL3,FALSE,RONALD BUIKEMA,REPUBLICAN,FALSE,79434,196365
1976,ILLINOIS,IL4,FALSE,EDWARD DERWINSKI,REPUBLICAN,FALSE,124847,189772
1976,ILLINOIS,IL4,FALSE,RONALD A. RODGER,DEMOCRAT,FALSE,64924,189772
1976,ILLINOIS,IL5,FALSE,JOHN G. FARY,DEMOCRAT,FALSE,119336,155092
1976,ILLINOIS,IL5,FALSE,VINCENT KROK,REPUBLICAN,FALSE,35756,155092
1976,ILLINOIS,IL6,FALSE,MARILYN D. CLANCY,DEMOCRAT,FALSE,69359,176027
1976,ILLINOIS,IL6,FALSE,HENRYJ. HYDE,REPUBLICAN,FALSE,106667,176027
1976,ILLINOIS,IL7,FALSE,NEWELL WARD,REPUBLICAN,FALSE,15854,104094
1976,ILLINOIS,IL7,FALSE,CARDISS COLLINS,DEMOCRAT,FALSE,88239,104094
1976,ILLINOIS,IL8,FALSE,DANIEL D. ROSTENKOWSKI,DEMOCRAT,FALSE,105595,131107
1976,ILLINOIS,IL8,FALSE,JOHN F. URBASZEWSKI,REPUBLICAN,FALSE,25512,131107
1976,ILLINOIS,IL9,FALSE,SIDNEY R. YATES,DEMOCRAT,FALSE,121915,168983
1976,ILLINOIS,IL9,FALSE,THOMAS J. WAJERSKI,REPUBLICAN,FALSE,47054,168983
1976,ILLINOIS,IL10,FALSE,SAMUEL H. YOUNG,REPUBLICAN,FALSE,106603,213414
1976,ILLINOIS,IL10,FALSE,ABNER J. MIKVA,DEMOCRAT,FALSE,106804,213414
1976,ILLINOIS,IL11,FALSE,DANIEL C. REBER,REPUBLICAN,FALSE,65680,201440
1976,ILLINOIS,IL11,FALSE,FRANK ANNUNZIO,DEMOCRAT,FALSE,135755,201440
1976,ILLINOIS,IL12,FALSE,EDWIN L. FRANK,DEMOCRAT,FALSE,56644,208553
1976,ILLINOIS,IL12,FALSE,PHILIP M. CRANE,REPUBLICAN,FALSE,151899,208553
1976,ILLINOIS,IL13,FALSE,DONALD G. DESLAURIERS,INDEPENDENT,FALSE,4763,164266
1976,ILLINOIS,IL13,FALSE,ROBERT MCCLORY,REPUBLICAN,FALSE,109726,164266
1976,ILLINOIS,IL13,FALSE,JAMES J. CUMMINGS,DEMOCRAT,FALSE,49777,164266
1976,ILLINOIS,IL14,FALSE,MARIE AGNES FESE,DEMOCRAT,FALSE,60505,236588
1976,ILLINOIS,IL14,FALSE,JOHN ERLENBORN,REPUBLICAN,FALSE,176076,236588
1976,ILLINOIS,IL15,FALSE,TIM L. HALL,DEMOCRAT,FALSE,87676,190231
1976,ILLINOIS,IL15,FALSE,TOM CORCORAN,REPUBLICAN,FALSE,102555,190231
1976,ILLINOIS,IL16,FALSE,JOHN B. ANDERSON,REPUBLICAN,FALSE,114324,168328
1976,ILLINOIS,IL16,FALSE,STEPHEN EYTALIS,DEMOCRAT,FALSE,54002,168328
1976,ILLINOIS,IL17,FALSE,MERLIN KARLOCK,DEMOCRAT,FALSE,81220,194365
1976,ILLINOIS,IL17,FALSE,GEORGE M. O'BRIEN,REPUBLICAN,FALSE,113145,194365
1976,ILLINOIS,IL18,FALSE,ROBERT H. MICHEL,REPUBLICAN,FALSE,108028,187130
1976,ILLINOIS,IL18,FALSE,MATTHEW RYAN,DEMOCRAT,FALSE,79102,187130
1976,ILLINOIS,IL19,FALSE,TOM RAILSBACK,REPUBLICAN,FALSE,132571,193539
